CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_ID,Institution_School,School_ID,Course_Name,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Areas,Teachin&Learning_Topics Covered,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
Ciências Informáticas,481,Instituto Politécnico do Cávado e do Ave,, Escola Superior de Tecnologia,,Informática (regime pós-laboral),,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Santarém,, Escola Superior de Gestão e Tecnologia de Santarém,,Informática (regime pós-laboral),,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade do Algarve,,,,Informática - Gestão,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade do Algarve,, Faculdade de Ciências e Tecnologia,,Informática - Gestão,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Lusófona de Humanidades e Tecnologias,,,,Informática - Novos Media e Sistemas Ubíquos,,,,Doutoramento 3.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade dos Açores,, Ponta Delgada,,Informática - Redes e Multimédia,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade dos Açores,, Faculdade de Ciências e Tecnologia,,Informática - Redes e Multimédia,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade do Algarve,,,,Informática - Sistemas,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade de Aveiro,, Escola Superior de Tecnologia e Gestão de Águeda,,Informática Aplicada,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Coimbra,, Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,,Informática Aplicada,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISCTE,, Instituto Universitário de Lisboa,,Informática Aplicada às Organizações,,,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Viana do Castelo,, Escola Superior de Ciências Empresariais,,Informática Empresarial,,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Internacional,,,,Informática Empresarial,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Internacional,,,,Informática Empresarial,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Coimbra,, Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,,Informática Industrial,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico do Cávado e do Ave,, Escola Superior de Tecnologia,,Informática Industrial,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Português de Estudos Superiores,,,,Informática Industrial,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Viseu,, Escola Superior de Tecnologia e Gestão de Lamego,,Informática Industrial,,,,Curso técnico superior profissional,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico do Cávado e do Ave,, Escola Superior de Tecnologia,,Informática Industrial,,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade da Beira Interior,,,,Informática Web,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISEC Lisboa,, Instituto Superior de Educação e Ciências,,Informática de Gestão,,,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Bragança,, Escola Superior de Tecnologia e de Gestão de Bragança (Mirandela),,Informática de Gestão,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Bragança,," Escola Superior de Comunicação, Administração e Turismo de Mirandela",,Informática de Gestão,,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Gestão,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Lusófona de Humanidades e Tecnologias,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Viana do Castelo,, Escola Superior de Ciências Empresariais,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Humanidades e Tecnologias de Lisboa,,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Fernando Pessoa,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Europeia,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Europeia,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Viana do Castelo,, Escola Superior de Tecnologia e Gestão,,Informática de Gestão,,,,Curso técnico superior profissional,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Bragança,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Bragança,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Católica Portuguesa,, Centro Regional das Beiras,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico da Maia,, Escola Superior de Tecnologia e Gestão,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Bragança,,,,Informática de Gestão,,,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Católica Portuguesa,, Centro Regional das Beiras,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Coimbra,, Instituto Superior de Contabilidade e Administração de Coimbra,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Coimbra,, Instituto Superior de Contabilidade e Administração de Coimbra,,Informática de Gestão,,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Setúbal,, Escola Superior de Tecnologia de Setúbal,,Informática de Gestão,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Católica Portuguesa,, Escola Superior de Biotecnologia,,Informática de Gestão,,,,Mestrado,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Politécnico do Oeste,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISLA,, Instituto Superior de Gestão e Administração de Santarém,,Informática de Gestão,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Santarém,, Escola Superior de Gestão e Tecnologia de Santarém,,Informática de Gestão,,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Santarém,, Escola Superior de Gestão e Tecnologia de Santarém,,Informática de Gestão,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISLA,, Instituto Superior de Gestão e Administração de Santarém,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico do Porto,, Escola Superior de Tecnologia e Gestão,,Informática de Gestão,,,,Curso técnico superior profissional,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Línguas e Administração de Vila Nova de Gaia,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISLA,, Instituto Superior de Gestão e Administração de Leiria,,Informática de Gestão,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISLA,, Instituto Superior de Gestão e Administração de Leiria,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISLA,, Instituto Superior de Gestão e Administração de Santarém,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Beja,, Escola Superior de Tecnologia e de Gestão,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Escola Superior de Tecnologias de Fafe,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas do Porto,,,,Informática de Gestão,,,,Curso técnico superior profissional,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,"DINENSINO-Ensino, Desenvolvimento e Cooperação, CRL (Beja)",,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Erasmus de Ensino Superior,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Lusófona do Porto,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Moderna de Lisboa,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Moderna de Lisboa,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Autónomo de Estudos Politécnicos,,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade do Minho,,,,Informática de Gestão,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Portucalense Infante D. Henrique,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Entre Douro e Vouga,,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Bragança,, Escola Superior Agrária de Bragança,,Informática de Gestão,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Entre Douro e Vouga,,,,Informática de Gestão,,,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior D. Dinis,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Bragança,, Escola Superior de Tecnologia e de Gestão de Bragança,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior D. Dinis,,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Bragança,, Escola Superior de Tecnologia e de Gestão de Bragança,,Informática de Gestão,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Bragança,, Escola Superior de Tecnologia e de Gestão de Bragança,,Informática de Gestão,,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Tomar,, Escola Superior de Gestão de Tomar,,Informática de Gestão,,,,Curso técnico superior profissional,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Portucalense Infante D. Henrique,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Católica Portuguesa,, Instituto Universitário de Desenvolvimento e Promoção Social,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Manuel Teixeira Gomes,,,,Informática de Gestão,,,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Politécnico Gaya,, Escola Superior de Ciência e Tecnologia,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Politécnico Gaya,, Escola Superior de Ciência e Tecnologia,,Informática de Gestão,,,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Beja,, Escola Superior de Tecnologia e de Gestão,,Informática de Gestão,,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Politécnico Gaya,, Escola Superior de Ciência e Tecnologia,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Politécnico do Oeste,,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa (Porto),,,,Informática de Gestão,,,,Curso técnico superior profissional,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Tecnologias Avançadas de Lisboa,,,,Informática de Gestão,,,,Curso técnico superior profissional,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISLA,, Instituto Superior de Gestão e Administração de Leiria,,Informática de Gestão,,,,Curso técnico superior profissional,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Universitário da Maia,, ISMAI,,Informática de Gestão,,,,Diploma de estudos superiores especializados,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Universitário da Maia,, ISMAI,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Universitário da Maia,, ISMAI,,Informática de Gestão,,,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Universitário da Maia,, ISMAI,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Miguel Torga,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Universitário da Maia,, ISMAI,,Informática de Gestão,,,,Licenciatura bietápica,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Matemática e Gestão de Lisboa,,,,Informática de Gestão,,,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior Miguel Torga,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Marinha Grande),,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Autónoma de Lisboa Luís de Camões,,,,Informática de Gestão,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Castelo Branco),,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Fundão),,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Torres Vedras),,,,Informática de Gestão,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Superior de Matemática e Gestão (Portimão),,,,Informática de Gestão,,,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade Autónoma de Lisboa Luís de Camões,,,,Informática de Gestão,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Coimbra,, Instituto Superior de Contabilidade e Administração de Coimbra,,Informática de Gestão (regime nocturno),,,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Beja,, Escola Superior de Tecnologia e de Gestão,,Informática de Gestão (regime nocturno),,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
